Sueldo,CCAA
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
65188.62,Gobierno De Navarra
65188.62,Gobierno De Navarra
55855.66,Gobierno De Navarra
65983.96,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
65188.62,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
54574.38,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
86299.92,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
65188.62,Gobierno De Navarra
65188.62,Gobierno De Navarra
65188.62,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
55855.66,Gobierno De Navarra
65188.62,Gobierno De Navarra
55855.66,Gobierno De Navarra
65188.62,Gobierno De Navarra
55855.66,Gobierno De Navarra
76163.64,Gobierno De Navarra
55855.66,Gobierno De Navarra
86299.92,Gobierno De Navarra
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
47741.4,Gobierno Illes Balears
80111.4,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
87861.48,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
47741.4,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
46746.65,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
79460.57,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
87799.34,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
87799.34,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
79460.57,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
67757.9,Gobierno Vasco
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
53243.94,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
66992.8,JUNTA DE ANDALUCÍA
58343.94,JUNTA DE ANDALUCÍA
59213.91,JUNTA DE ANDALUCÍA
67971.04,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
58430.94,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
78280.5,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
65184,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
71988.16,JUNTA DE ANDALUCÍA
48634.52,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
61138.38,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55914.66,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
76259.5,JUNTA DE ANDALUCÍA
59174,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
65184,JUNTA DE ANDALUCÍA
50510.69,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
72028.36,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
48634.52,JUNTA DE ANDALUCÍA
61749.77,JUNTA DE ANDALUCÍA
69544.24,JUNTA DE ANDALUCÍA
61749.89,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
52464.78,JUNTA DE ANDALUCÍA
75397.74,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
65184,JUNTA DE ANDALUCÍA
57048.06,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
78280.5,JUNTA DE ANDALUCÍA
75828.18,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
71018.2,JUNTA DE ANDALUCÍA
56717.46,JUNTA DE ANDALUCÍA
76190.75,JUNTA DE ANDALUCÍA
78074.82,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
68581.48,JUNTA DE ANDALUCÍA
59799.4,JUNTA DE ANDALUCÍA
67936.6,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61749.79,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
74273.7,JUNTA DE ANDALUCÍA
56735.3,JUNTA DE ANDALUCÍA
57438.06,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
61749.89,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
70812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
81639.8,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
76619.34,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
46364.56,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
63664.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
69272.44,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
53715.93,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
64549.24,JUNTA DE ANDALUCÍA
68288.48,JUNTA DE ANDALUCÍA
71891.44,JUNTA DE ANDALUCÍA
59799.4,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
69595.96,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
69731.32,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
53353.91,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
67274.2,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
52790.24,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
74813.1,JUNTA DE ANDALUCÍA
67716.88,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
48634.52,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
59993.1,JUNTA DE ANDALUCÍA
72058.48,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
48755.53,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
66230.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
53244.11,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
65184,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
65675.2,JUNTA DE ANDALUCÍA
61749.77,JUNTA DE ANDALUCÍA
68282.92,JUNTA DE ANDALUCÍA
68061.88,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61749.77,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
59805.97,JUNTA DE ANDALUCÍA
59552.44,JUNTA DE ANDALUCÍA
61749.77,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
61749.89,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
63278.34,JUNTA DE ANDALUCÍA
61749.89,JUNTA DE ANDALUCÍA
68777.08,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
71735.7,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
57302.65,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
78160.38,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
68600.2,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
61749.69,JUNTA DE ANDALUCÍA
59174,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
41057.26,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
65184,JUNTA DE ANDALUCÍA
48634.52,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
70383.64,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
59806.05,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
65184,JUNTA DE ANDALUCÍA
78280.5,JUNTA DE ANDALUCÍA
55744.05,JUNTA DE ANDALUCÍA
72007.04,JUNTA DE ANDALUCÍA
47114.02,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
78280.5,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
59806.05,JUNTA DE ANDALUCÍA
72012.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
59174,JUNTA DE ANDALUCÍA
54984.52,JUNTA DE ANDALUCÍA
61824.9,JUNTA DE ANDALUCÍA
68199.4,JUNTA DE ANDALUCÍA
76518.78,JUNTA DE ANDALUCÍA
55534.37,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
61749.89,JUNTA DE ANDALUCÍA
55812.16,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
65352.21,JUNTA DE ANDALUCÍA
47344.86,JUNTA DE ANDALUCÍA
65184.2,JUNTA DE ANDALUCÍA
77326.64,JUNTA DE ANDALUCÍA
81086.6,JUNTA DE ANDALUCÍA
64243.9,Junta De Castilla Y León
67522.2,Junta De Castilla Y León
71483.32,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
73331.66,Junta De Castilla Y León
59636.38,Junta De Castilla Y León
62516.08,Junta De Castilla Y León
62032.78,Junta De Castilla Y León
60492.94,Junta De Castilla Y León
79091.06,Junta De Castilla Y León
64602.24,Junta De Castilla Y León
64327.64,Junta De Castilla Y León
79091.06,Junta De Castilla Y León
67522.2,Junta De Castilla Y León
71554,Junta De Castilla Y León
73266.84,Junta De Castilla Y León
61940.14,Junta De Castilla Y León
61940.14,Junta De Castilla Y León
85334.16,Junta De Castilla Y León
62636.82,Junta De Castilla Y León
70927.55,Junta De Castilla Y León
59589.26,Junta De Castilla Y León
80945,Junta De Castilla Y León
60788.26,Junta De Castilla Y León
72297.2,Junta De Castilla Y León
72705.66,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
61364,Junta De Castilla Y León
79091.06,Junta De Castilla Y León
62760.53,Junta De Castilla Y León
72374.17,Junta De Castilla Y León
62629.97,Junta De Castilla Y León
64819.84,Junta De Castilla Y León
64641.19,Junta De Castilla Y León
72531.58,Junta De Castilla Y León
60988.3,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
62006.52,Junta De Castilla Y León
59312.07,Junta De Castilla Y León
73857.54,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
70977.84,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
90313.36,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
70684.08,Junta De Castilla Y León
62197.78,Junta De Castilla Y León
86088.84,Junta De Castilla Y León
89570.48,Junta De Castilla Y León
57332.62,Junta De Castilla Y León
63599.5,Junta De Castilla Y León
70977.84,Junta De Castilla Y León
61652.17,Junta De Castilla Y León
62032.78,Junta De Castilla Y León
69760.66,Junta De Castilla Y León
73883.12,Junta De Castilla Y León
81188.3,Junta De Castilla Y León
73463.8,Junta De Castilla Y León
63599.5,Junta De Castilla Y León
62585.12,Junta De Castilla Y León
72618.62,Junta De Castilla Y León
70977.84,Junta De Castilla Y León
61364.2,Junta De Castilla Y León
59032.22,Junta De Castilla Y León
62023.88,Junta De Castilla Y León
71637.46,Junta De Castilla Y León
76930.22,Junta De Castilla Y León
63274.2,Junta De Castilla Y León
99185.46,Junta De Castilla Y León
62555.02,Junta De Castilla Y León
72705.66,Junta De Castilla Y León
67522.2,Junta De Castilla Y León
71553.78,Junta De Castilla Y León
82117.1,Junta De Castilla Y León
60788.26,Junta De Castilla Y León
61364,Junta De Castilla Y León
63667.96,Junta De Castilla Y León
61611.76,Junta De Extremadura
61611.76,Junta De Extremadura
66219.28,Junta De Extremadura
68191.49,Junta De Extremadura
61611.76,Junta De Extremadura
64212.12,Junta De Extremadura
48577.15,Junta De Extremadura
67965.52,Junta De Extremadura
64447.88,Junta De Extremadura
61611.76,Junta De Extremadura
61611.75,Junta De Extremadura
63999.26,Junta De Extremadura
48592.46,Junta De Extremadura
47999.98,Junta De Extremadura
67371.16,Junta De Extremadura
74252.79,Junta De Extremadura
68479.46,Junta De Extremadura
61611.76,Junta De Extremadura
64491.46,Junta De Extremadura
44318.54,Junta De Extremadura
68909.21,Junta De Extremadura
61611.77,Junta De Extremadura
64954.26,Junta De Extremadura
65067.4,Junta De Extremadura
52174.68,Junta De Extremadura
62491.84,Junta De Extremadura
61611.76,Junta De Extremadura
46939.38,Junta De Extremadura
63540.51,Junta De Extremadura
65512.78,Junta De Extremadura
61611.76,Junta De Extremadura
64127.84,Junta De Extremadura
61611.76,Junta De Extremadura
66820.68,Junta De Extremadura
62332.61,Junta De Extremadura
55965.47,Junta De Extremadura
67965.52,Junta De Extremadura
67371.16,Junta De Extremadura
65395.59,Junta De Extremadura
61611.77,Junta De Extremadura
64491.46,Junta De Extremadura
50771.92,Junta De Extremadura
61611.76,Junta De Extremadura
61611.76,Junta De Extremadura
64736.42,Junta De Extremadura
68976.86,Junta De Extremadura
67965.52,Junta De Extremadura
66795.22,Junta De Extremadura
48947.3,Junta De Extremadura
48480,Junta De Extremadura
68036.95,Junta De Extremadura
71421.16,Junta De Extremadura
46654.96,Junta De Extremadura
50071.44,Junta De Extremadura
61611.77,Junta De Extremadura
64296.69,Junta De Extremadura
67965.52,Junta De Extremadura
56000.04,Junta De Extremadura
63915.52,Junta De Extremadura
74732.22,Junta De Extremadura
61613,Junta De Extremadura
50510.24,Junta De Extremadura
55654.06,Junta De Extremadura
65067.4,Junta De Extremadura
67656.23,Junta De Extremadura
61611.77,Junta De Extremadura
64491.46,Junta De Extremadura
69127.87,Junta De Extremadura
65253.11,Junta De Extremadura
61611.77,Junta De Extremadura
47033.16,Junta De Extremadura
27166.23,Junta De Extremadura
61611.51,Junta De Extremadura
54610.51,Junta De Extremadura
61611.76,Junta De Extremadura
63915.52,Junta De Extremadura
38217.94,Junta De Extremadura
61611.76,Junta De Extremadura
52306,Xunta De Galicia
57894.6,Xunta De Galicia
46904,Xunta De Galicia
46904,Xunta De Galicia
46904,Xunta De Galicia
67848,Xunta De Galicia
59046.48,Xunta De Galicia
56166.88,Xunta De Galicia
45827,Xunta De Galicia
60774.4,Xunta De Galicia
60774.3,Xunta De Galicia
61926.28,Xunta De Galicia
69233.46,Xunta De Galicia
52306,Xunta De Galicia
56166.88,Xunta De Galicia
60774.4,Xunta De Galicia
56166.88,Xunta De Galicia
56166.88,Xunta De Galicia
52306,Xunta De Galicia
46904,Xunta De Galicia
56166.88,Xunta De Galicia
52306,Xunta De Galicia
56166.88,Xunta De Galicia
57894.7,Xunta De Galicia
64067.04,Xunta De Galicia
56166.88,Xunta De Galicia
52306,Xunta De Galicia
46904,Xunta De Galicia
38230,Xunta De Galicia
67522.68,Xunta De Galicia
59470,Xunta De Galicia
46904,Xunta De Galicia
59470,Xunta De Galicia
